# epoch loss_total loss_data loss_phys loss_u loss_v loss_cont loss_mom_x loss_mom_y lambda1 lambda2
1.000000000000000000e+00 1.962141799926757812e+01 1.955635309219360352e+00 6.506553292274475098e-02 1.781134366989135742e+00 1.745010018348693848e-01 1.299919839948415756e-02 1.458161044865846634e-02 3.748472407460212708e-02 9.990005007163167416e-01 9.990005083532255484e-03
2.000000000000000000e+00 6.496950149536132812e+00 6.474137902259826660e-01 2.281260490417480469e-02 5.447496771812438965e-01 1.026641055941581726e-01 3.280075732618570328e-03 7.485032547265291214e-03 1.204749755561351776e-02 9.984681371007700923e-01 9.984128523283012507e-03
3.000000000000000000e+00 3.019757270812988281e+00 2.984317839145660400e-01 3.543956577777862549e-02 2.283154726028442383e-01 7.011631876230239868e-02 6.151866167783737183e-03 2.403409220278263092e-02 5.253608804196119308e-03 9.980037475887854059e-01 9.976300072279901260e-03
4.000000000000000000e+00 5.084299087524414062e+00 4.997119307518005371e-01 8.717963099479675293e-02 4.317100346088409424e-01 6.800189614295959473e-02 1.503826025873422623e-02 6.618028879165649414e-02 5.961080081760883331e-03 9.973163634304839098e-01 9.968724936259505676e-03
5.000000000000000000e+00 6.786669254302978516e+00 6.660542488098144531e-01 1.261267364025115967e-01 5.889190435409545898e-01 7.713523507118225098e-02 2.158590592443943024e-02 9.413099288940429688e-02 1.040984690189361572e-02 9.965619122493116766e-01 9.960528591789098371e-03
6.000000000000000000e+00 6.611097335815429688e+00 6.481038928031921387e-01 1.300580501556396484e-01 5.620521306991577148e-01 8.605178445577621460e-02 2.375868149101734161e-02 9.228103607892990112e-02 1.401833724230527878e-02 9.957349916896439668e-01 9.951764779916915868e-03
7.000000000000000000e+00 5.397787570953369141e+00 5.289027094841003418e-01 1.087602749466896057e-01 4.387764036655426025e-01 9.012632817029953003e-02 2.265498787164688110e-02 7.219490408897399902e-02 1.391038019210100174e-02 9.948577389609342125e-01 9.942705247006368083e-03
8.000000000000000000e+00 4.063408374786376953e+00 3.984972834587097168e-01 7.843562215566635132e-02 3.102645576000213623e-01 8.823272585868835449e-02 1.965040899813175201e-02 4.793651401996612549e-02 1.084870006889104843e-02 9.939707087580965661e-01 9.933715539140573411e-03
9.000000000000000000e+00 3.124135732650756836e+00 3.073141574859619141e-01 5.099420249462127686e-02 2.256989181041717529e-01 8.161523193120956421e-02 1.588195562362670898e-02 2.795335836708545685e-02 7.158892229199409485e-03 9.931183692603383628e-01 9.925136228445829295e-03
1.000000000000000000e+01 2.712999105453491211e+00 2.681223154067993164e-01 3.177593648433685303e-02 1.952357143163681030e-01 7.288658618927001953e-02 1.217390038073062897e-02 1.512225996702909470e-02 4.479777533560991287e-03 9.923313804911699787e-01 9.917183791481886529e-03
1.100000000000000000e+01 2.717664957046508789e+00 2.696627974510192871e-01 2.103682607412338257e-02 2.046481072902679443e-01 6.501469761133193970e-02 9.038357064127922058e-03 8.860105648636817932e-03 3.138364059850573540e-03 9.916208726149664532e-01 9.909918163062950494e-03
1.200000000000000000e+01 2.934181451797485352e+00 2.917608022689819336e-01 1.657338067889213562e-02 2.310772687196731567e-01 6.068353354930877686e-02 6.695662159472703934e-03 7.109370548278093338e-03 2.768347971141338348e-03 9.909849124835427014e-01 9.903309508925060844e-03
1.300000000000000000e+01 3.177587509155273438e+00 3.161848187446594238e-01 1.573948562145233154e-02 2.547261118888854980e-01 6.145871803164482117e-02 5.132832564413547516e-03 7.668092846870422363e-03 2.938559278845787048e-03 9.904165020017899890e-01 9.897285730308676838e-03
