# epoch loss_total loss_data loss_phys loss_u loss_v loss_cont loss_mom_x loss_mom_y lambda1 lambda2
1.000000000000000000e+00 1.938869285583496094e+01 1.932362794876098633e+00 6.506553292274475098e-02 1.764991521835327148e+00 1.673713177442550659e-01 1.299919839948415756e-02 1.458161044865846634e-02 3.748472407460212708e-02 9.990005007163167416e-01 9.990005083532255484e-03
2.000000000000000000e+00 6.276742458343505859e+00 6.253926157951354980e-01 2.281624823808670044e-02 5.293881297111511230e-01 9.600448608398437500e-02 3.278481774032115936e-03 7.490522228181362152e-03 1.204724330455064774e-02 9.984684131636583082e-01 9.984099958503040578e-03
3.000000000000000000e+00 2.809067010879516602e+00 2.773692011833190918e-01 3.537481278181076050e-02 2.135615646839141846e-01 6.380762904882431030e-02 6.149817258119583130e-03 2.397961355745792389e-02 5.245380569249391556e-03 9.980047548952747372e-01 9.976262015787881049e-03
4.000000000000000000e+00 4.874715328216552734e+00 4.787745773792266846e-01 8.696931600570678711e-02 4.168954491615295410e-01 6.187912821769714355e-02 1.503379084169864655e-02 6.600660085678100586e-02 5.928923375904560089e-03 9.973175095990247652e-01 9.968682155225077127e-03
5.000000000000000000e+00 6.571828842163085938e+00 6.446143984794616699e-01 1.256848573684692383e-01 5.736041069030761719e-01 7.101030647754669189e-02 2.157331258058547974e-02 9.379830956459045410e-02 1.031323522329330444e-02 9.965627928041255190e-01 9.960481096400857978e-03
6.000000000000000000e+00 6.390781879425048828e+00 6.261357665061950684e-01 1.294241398572921753e-01 5.463194251060485840e-01 7.981635630130767822e-02 2.373364754021167755e-02 9.183526784181594849e-02 1.385522447526454926e-02 9.957355425359791790e-01 9.951712580970209152e-03
7.000000000000000000e+00 5.173923015594482422e+00 5.065851807594299316e-01 1.080710962414741516e-01 4.228245317935943604e-01 8.376063406467437744e-02 2.261415496468544006e-02 7.172759622335433960e-02 1.372934412211179733e-02 9.948582031543113935e-01 9.942653095578677866e-03
8.000000000000000000e+00 3.838348150253295898e+00 3.760517835617065430e-01 7.783026248216629028e-02 2.942661643028259277e-01 8.178562670946121216e-02 1.959487795829772949e-02 4.753173887729644775e-02 1.070364378392696381e-02 9.939716478886565509e-01 9.933668171606626143e-03
9.000000000000000000e+00 2.899974822998046875e+00 2.849423587322235107e-01 5.055119469761848450e-02 2.097740322351455688e-01 7.516833394765853882e-02 1.581699401140213013e-02 2.766056731343269348e-02 7.073633838444948196e-03 9.931204665040423984e-01 9.925093634473440216e-03
1.000000000000000000e+01 2.491085290908813477e+00 2.459575831890106201e-01 3.150947391986846924e-02 1.794425100088119507e-01 6.651508063077926636e-02 1.210640743374824524e-02 1.495448779314756393e-02 4.448576364666223526e-03 9.923351696389305365e-01 9.917145960500152110e-03
